"YEAR","MONTH","NDC","RXCUI","ATC4"
1987,08,"25543-001-04",312172,"V03AN"
1987,08,"25543-001-05",312173,"V03AN"
1991,01,"25543-004-01",309004,"V03AN"
1991,01,"25543-004-02",309004,"V03AN"
1991,01,"25543-004-03",309004,"V03AN"
1991,01,"25543-004-04",309004,"V03AN"
1991,01,"25543-004-05",309004,"V03AN"
1998,02,"25543-011-01",347675,"V03AN"
1998,02,"25543-011-02",347675,"V03AN"
1998,02,"25543-011-03",347675,"V03AN"
1998,02,"25543-011-04",347675,"V03AN"
1998,02,"25543-011-05",347675,"V03AN"
1991,01,"25543-012-01",312022,"N01AX"
1991,01,"25543-012-02",312022,"N01AX"
1991,01,"25543-012-03",312022,"N01AX"
1991,01,"25543-012-04",312022,"N01AX"
1991,01,"25543-012-05",312022,"N01AX"
1991,01,"25543-012-06",312022,"N01AX"
1991,01,"25543-012-07",312022,"N01AX"
1991,01,"25543-012-08",312022,"N01AX"
1991,01,"25543-012-09",312022,"N01AX"
2010,04,"25543-100-40",542304,"V03AN"
2010,04,"25543-200-60",542304,"V03AN"
2007,04,"25682-001-01",700384,"L04AA"
2015,12,"25682-007-01",1726984,"A16AB"
2015,10,"25682-010-12",1720268,"A16AB"
2015,10,"25682-013-12",1720272,"A16AB"
2015,10,"25682-016-12",1720276,"A16AB"
2015,10,"25682-019-12",1720280,"A16AB"
2016,03,"25685-715-10",861200,"D11AX"
2016,03,"25685-715-10",861200,"S01EA"
2016,03,"25685-715-11",861200,"D11AX"
2016,03,"25685-715-11",861200,"S01EA"
2016,03,"25685-715-12",861200,"D11AX"
2016,03,"25685-715-12",861200,"S01EA"
2012,10,"26050-101-01",1053330,"D10AB"
2012,10,"26050-101-02",1053330,"D10AB"
2006,10,"26050-112-01",1547634,"D10AB"
2010,02,"26052-010-01",1038982,"D01AE"
2010,02,"26052-010-01",1038982,"S01BC"
2010,02,"26052-011-02",248411,"D01AE"
2010,02,"26052-011-02",248411,"S01BC"
2014,01,"26052-012-02",245199,"D01AE"
2014,01,"26052-012-02",245199,"S01BC"
2014,01,"26052-013-01",1789192,"D01AE"
2014,01,"26052-013-01",1789192,"S01BC"
2010,06,"26052-017-02",1053304,"D01AE"
2010,06,"26052-017-02",1053304,"S01BC"
2011,11,"26052-022-01",1789470,"D01AE"
2011,11,"26052-022-01",1789470,"S01BC"
2014,01,"26052-035-10",1789232,"D01AE"
2014,01,"26052-035-10",1789232,"S01BC"
1972,01,"26124-001-01",312175,"V03AN"
1972,01,"26124-001-02",312175,"V03AN"
1972,01,"26124-001-03",312175,"V03AN"
1972,01,"26124-001-04",312175,"V03AN"
1972,01,"26124-001-05",312175,"V03AN"
1972,01,"26124-001-06",312175,"V03AN"
1972,01,"26124-001-07",312175,"V03AN"
1972,01,"26124-001-08",312175,"V03AN"
1972,01,"26124-001-09",312175,"V03AN"
1972,01,"26124-001-10",312175,"V03AN"
1972,01,"26124-001-11",312175,"V03AN"
1972,01,"26124-001-12",312175,"V03AN"
1972,01,"26124-001-13",312175,"V03AN"
1972,01,"26124-001-14",312175,"V03AN"
1972,01,"26124-001-15",312175,"V03AN"
2006,11,"26482-0001-1",312172,"V03AN"
2006,11,"26482-0001-2",312172,"V03AN"
2006,11,"26482-0001-3",312172,"V03AN"
2006,11,"26482-0001-4",312172,"V03AN"
