"YEAR","MONTH","NDC","RXCUI","ATC4"
2014,11,"50090-0170-7",197944,"M03BA"
2016,06,"50090-0171-4",197944,"M03BA"
2016,06,"50090-0172-0",197944,"M03BA"
2016,06,"50090-0173-0",197944,"M03BA"
2014,11,"50090-0173-1",197944,"M03BA"
2014,11,"50090-0173-2",197944,"M03BA"
2014,11,"50090-0173-3",197944,"M03BA"
2014,11,"50090-0173-4",197944,"M03BA"
2014,11,"50090-0173-6",197944,"M03BA"
2016,06,"50090-0174-4",197944,"M03BA"
2016,06,"50090-0175-0",197944,"M03BA"
2016,06,"50090-0177-0",197943,"M03BA"
2014,11,"50090-0177-2",197943,"M03BA"
2014,11,"50090-0177-4",197943,"M03BA"
2014,11,"50090-0178-0",197943,"M03BA"
2014,11,"50090-0185-0",1046266,"R01AA"
2014,11,"50090-0185-0",1046266,"R01AB"
2014,11,"50090-0185-0",1046266,"S01GA"
2014,11,"50090-0185-0",1046266,"D04AA"
2014,11,"50090-0185-0",1046266,"R06AB"
2014,11,"50090-0193-0",197589,"N05BA"
2014,11,"50090-0193-2",197589,"N05BA"
2014,11,"50090-0193-3",197589,"N05BA"
2014,11,"50090-0193-4",197589,"N05BA"
2014,11,"50090-0193-5",197589,"N05BA"
2014,11,"50090-0193-8",197589,"N05BA"
2014,11,"50090-0194-4",197589,"N05BA"
2014,11,"50090-0195-6",197590,"N05BA"
2016,06,"50090-0199-0",310410,"B03BB"
2016,06,"50090-0200-0",310410,"B03BB"
2014,11,"50090-0200-2",310410,"B03BB"
2016,06,"50090-0201-0",314106,"A01AB"
2016,06,"50090-0201-0",314106,"D06BX"
2016,06,"50090-0201-0",314106,"G01AF"
2016,06,"50090-0201-0",314106,"J01XD"
2016,06,"50090-0201-0",314106,"P01AB"
2014,11,"50090-0201-1",314106,"A01AB"
2014,11,"50090-0201-1",314106,"D06BX"
2014,11,"50090-0201-1",314106,"G01AF"
2014,11,"50090-0201-1",314106,"J01XD"
2014,11,"50090-0201-1",314106,"P01AB"
2014,11,"50090-0211-3",311681,"A01AB"
2014,11,"50090-0211-3",311681,"D06BX"
2014,11,"50090-0211-3",311681,"G01AF"
2014,11,"50090-0211-3",311681,"J01XD"
2014,11,"50090-0211-3",311681,"P01AB"
2014,11,"50090-0211-4",311681,"A01AB"
2014,11,"50090-0211-4",311681,"D06BX"
2014,11,"50090-0211-4",311681,"G01AF"
2014,11,"50090-0211-4",311681,"J01XD"
2014,11,"50090-0211-4",311681,"P01AB"
2014,11,"50090-0211-6",311681,"A01AB"
2014,11,"50090-0211-6",311681,"D06BX"
2014,11,"50090-0211-6",311681,"G01AF"
2014,11,"50090-0211-6",311681,"J01XD"
2014,11,"50090-0211-6",311681,"P01AB"
2014,11,"50090-0211-9",311681,"A01AB"
2014,11,"50090-0211-9",311681,"D06BX"
2014,11,"50090-0211-9",311681,"G01AF"
2014,11,"50090-0211-9",311681,"J01XD"
2014,11,"50090-0211-9",311681,"P01AB"
2016,06,"50090-0212-1",311681,"A01AB"
2016,06,"50090-0212-1",311681,"D06BX"
2016,06,"50090-0212-1",311681,"G01AF"
2016,06,"50090-0212-1",311681,"J01XD"
2016,06,"50090-0212-1",311681,"P01AB"
2014,11,"50090-0212-2",311681,"A01AB"
2014,11,"50090-0212-2",311681,"D06BX"
2014,11,"50090-0212-2",311681,"G01AF"
2014,11,"50090-0212-2",311681,"J01XD"
2014,11,"50090-0212-2",311681,"P01AB"
2014,11,"50090-0213-0",311681,"A01AB"
2014,11,"50090-0213-0",311681,"D06BX"
2014,11,"50090-0213-0",311681,"G01AF"
2014,11,"50090-0213-0",311681,"J01XD"
2014,11,"50090-0213-0",311681,"P01AB"
2016,06,"50090-0217-0",312055,"A07AA"
2016,06,"50090-0217-0",312055,"D01AA"
2016,06,"50090-0217-0",312055,"G01AA"
2016,06,"50090-0218-0",309110,"J01DB"
2016,06,"50090-0219-0",309113,"J01DB"
2016,06,"50090-0220-0",309113,"J01DB"
2016,06,"50090-0221-0",259966,"D07AA"
2016,06,"50090-0221-0",259966,"D10AA"
2016,06,"50090-0221-0",259966,"H02AB"
2014,11,"50090-0224-0",1373128,"R05DA"
2016,06,"50090-0228-0",1014314,"A01AC"
2016,06,"50090-0228-0",1014314,"C05AA"
2016,06,"50090-0228-0",1014314,"D07AB"
2016,06,"50090-0228-0",1014314,"D07XB"
2016,06,"50090-0228-0",1014314,"H02AB"
2016,06,"50090-0228-0",1014314,"R01AD"
2016,06,"50090-0228-0",1014314,"R03BA"
2016,06,"50090-0228-0",1014314,"S01BA"
2016,06,"50090-0230-0",208186,"D06BA"
2016,06,"50090-0233-0",884308,"A07AA"
2016,06,"50090-0233-0",884308,"D01AA"
2016,06,"50090-0233-0",884308,"G01AA"
2016,06,"50090-0235-0",238920,"A07EA"
2016,06,"50090-0235-0",238920,"C05AA"
2016,06,"50090-0235-0",238920,"D07AC"
2016,06,"50090-0235-0",238920,"D07XC"
2016,06,"50090-0235-0",238920,"H02AB"
2016,06,"50090-0235-0",238920,"R01AD"
2016,06,"50090-0235-0",238920,"R03BA"
2016,06,"50090-0235-0",238920,"S01BA"
2016,06,"50090-0235-0",238920,"S01CB"
2016,06,"50090-0235-0",238920,"S02BA"
2016,06,"50090-0235-0",238920,"S03BA"
2016,06,"50090-0236-0",197405,"A07EA"
2016,06,"50090-0236-0",197405,"C05AA"
2016,06,"50090-0236-0",197405,"D07AC"
2016,06,"50090-0236-0",197405,"D07XC"
2016,06,"50090-0236-0",197405,"H02AB"
2016,06,"50090-0236-0",197405,"R01AD"
2016,06,"50090-0236-0",197405,"R03BA"
2016,06,"50090-0236-0",197405,"S01BA"
2016,06,"50090-0236-0",197405,"S01CB"
2016,06,"50090-0236-0",197405,"S02BA"
2016,06,"50090-0236-0",197405,"S03BA"
2016,06,"50090-0237-0",197407,"A07EA"
2016,06,"50090-0237-0",197407,"C05AA"
2016,06,"50090-0237-0",197407,"D07AC"
2016,06,"50090-0237-0",197407,"D07XC"
2016,06,"50090-0237-0",197407,"H02AB"
2016,06,"50090-0237-0",197407,"R01AD"
2016,06,"50090-0237-0",197407,"R03BA"
2016,06,"50090-0237-0",197407,"S01BA"
2016,06,"50090-0237-0",197407,"S01CB"
2016,06,"50090-0237-0",197407,"S02BA"
2016,06,"50090-0237-0",197407,"S03BA"
2016,06,"50090-0244-0",310891,"A01AC"
2016,06,"50090-0244-0",310891,"A07EA"
2016,06,"50090-0244-0",310891,"C05AA"
2016,06,"50090-0244-0",310891,"D07AA"
2016,06,"50090-0244-0",310891,"D07XA"
2016,06,"50090-0244-0",310891,"H02AB"
2016,06,"50090-0244-0",310891,"S01BA"
2016,06,"50090-0244-0",310891,"S01CB"
2016,06,"50090-0244-0",310891,"S02BA"
2016,06,"50090-0245-0",543546,"A07AA"
2016,06,"50090-0245-0",543546,"D01AA"
2016,06,"50090-0245-0",543546,"G01AA"
2016,06,"50090-0246-0",1006120,"D10AF"
2016,06,"50090-0246-0",1006120,"S01AB"
2016,06,"50090-0247-0",310594,"R02AB"
2016,06,"50090-0247-0",310594,"A01AB"
2016,06,"50090-0247-0",310594,"A07AA"
2016,06,"50090-0247-0",310594,"B05CA"
2016,06,"50090-0247-0",310594,"D06AX"
2016,06,"50090-0247-0",310594,"J01GB"
2016,06,"50090-0247-0",310594,"R02AB"
2016,06,"50090-0247-0",310594,"S01AA"
2016,06,"50090-0247-0",310594,"S02AA"
2016,06,"50090-0247-0",310594,"S03AA"
2016,06,"50090-0247-0",310594,"A07AA"
2016,06,"50090-0247-0",310594,"J01XB"
2016,06,"50090-0247-0",310594,"S01AA"
2016,06,"50090-0247-0",310594,"S02AA"
2016,06,"50090-0247-0",310594,"S03AA"
2016,06,"50090-0248-0",310149,"D10AF"
2016,06,"50090-0248-0",310149,"J01FA"
2016,06,"50090-0248-0",310149,"S01AA"
2016,06,"50090-0255-0",1010739,"C01BB"
2016,06,"50090-0255-0",1010739,"C05AD"
2016,06,"50090-0255-0",1010739,"D04AB"
2016,06,"50090-0255-0",1010739,"N01BB"
2016,06,"50090-0255-0",1010739,"R02AD"
2016,06,"50090-0255-0",1010739,"S01HA"
2016,06,"50090-0255-0",1010739,"S02DA"
2016,06,"50090-0258-1",1010033,"C01BB"
2016,06,"50090-0258-1",1010033,"C05AD"
2016,06,"50090-0258-1",1010033,"D04AB"
2016,06,"50090-0258-1",1010033,"N01BB"
2016,06,"50090-0258-1",1010033,"R02AD"
2016,06,"50090-0258-1",1010033,"S01HA"
2016,06,"50090-0258-1",1010033,"S02DA"
2016,06,"50090-0263-0",310992,"C01EB"
2016,06,"50090-0263-0",310992,"M01AB"
2016,06,"50090-0263-0",310992,"M02AA"
2016,06,"50090-0263-0",310992,"S01BC"
2014,11,"50090-0263-3",310992,"C01EB"
2014,11,"50090-0263-3",310992,"M01AB"
2014,11,"50090-0263-3",310992,"M02AA"
2014,11,"50090-0263-3",310992,"S01BC"
2014,11,"50090-0264-0",856845,"N06AA"
2014,11,"50090-0264-1",856845,"N06AA"
2014,11,"50090-0264-2",856845,"N06AA"
2014,11,"50090-0264-5",856845,"N06AA"
2016,06,"50090-0265-0",1010671,"C01BB"
2016,06,"50090-0265-0",1010671,"C05AD"
2016,06,"50090-0265-0",1010671,"D04AB"
2016,06,"50090-0265-0",1010671,"N01BB"
2016,06,"50090-0265-0",1010671,"R02AD"
2016,06,"50090-0265-0",1010671,"S01HA"
2016,06,"50090-0265-0",1010671,"S02DA"
2014,11,"50090-0266-3",209375,"N02BE"
2014,11,"50090-0267-1",1298830,"N02BE"
2014,11,"50090-0267-2",1298830,"N02BE"
2014,11,"50090-0267-3",1298830,"N02BE"
2014,11,"50090-0267-4",1298830,"N02BE"
2016,06,"50090-0278-1",1000076,"N06AA"
2016,06,"50090-0279-0",197304,"S01EC"
2014,11,"50090-0280-0",197446,"M03BA"
2014,11,"50090-0280-2",197446,"M03BA"
2014,11,"50090-0280-3",197446,"M03BA"
2014,11,"50090-0280-8",197446,"M03BA"
2014,11,"50090-0280-9",197446,"M03BA"
2014,11,"50090-0281-0",197446,"M03BA"
2014,11,"50090-0281-5",197446,"M03BA"
2014,11,"50090-0293-1",1085644,"A01AC"
2014,11,"50090-0293-1",1085644,"C05AA"
2014,11,"50090-0293-1",1085644,"D07AB"
2014,11,"50090-0293-1",1085644,"D07XB"
2014,11,"50090-0293-1",1085644,"H02AB"
2014,11,"50090-0293-1",1085644,"R01AD"
2014,11,"50090-0293-1",1085644,"R03BA"
2014,11,"50090-0293-1",1085644,"S01BA"
2016,06,"50090-0294-9",105585,"L01BA"
2016,06,"50090-0294-9",105585,"L04AX"
2016,06,"50090-0295-1",1085752,"A01AC"
2016,06,"50090-0295-1",1085752,"C05AA"
2016,06,"50090-0295-1",1085752,"D07AB"
2016,06,"50090-0295-1",1085752,"D07XB"
2016,06,"50090-0295-1",1085752,"H02AB"
2016,06,"50090-0295-1",1085752,"R01AD"
2016,06,"50090-0295-1",1085752,"R03BA"
2016,06,"50090-0295-1",1085752,"S01BA"
2014,11,"50090-0298-1",1649988,"A01AB"
2014,11,"50090-0298-1",1649988,"J01AA"
2014,11,"50090-0299-0",1649988,"A01AB"
2014,11,"50090-0299-0",1649988,"J01AA"
2016,06,"50090-0314-0",1648759,"J01XE"
2016,06,"50090-0314-2",1648759,"J01XE"
2016,06,"50090-0314-3",1648759,"J01XE"
2016,06,"50090-0315-0",197502,"M03BB"
2016,06,"50090-0316-0",197502,"M03BB"
2016,06,"50090-0317-0",863664,"G04BD"
2016,06,"50090-0317-1",863664,"G04BD"
2016,06,"50090-0317-3",863664,"G04BD"
2016,06,"50090-0324-0",1085686,"A01AC"
2016,06,"50090-0324-0",1085686,"C05AA"
2016,06,"50090-0324-0",1085686,"D07AB"
2016,06,"50090-0324-0",1085686,"D07XB"
2016,06,"50090-0324-0",1085686,"H02AB"
2016,06,"50090-0324-0",1085686,"R01AD"
2016,06,"50090-0324-0",1085686,"R03BA"
2016,06,"50090-0324-0",1085686,"S01BA"
2014,11,"50090-0325-0",308512,"D06AX"
2014,11,"50090-0325-0",308512,"J01XX"
2014,11,"50090-0325-0",308512,"R02AB"
2014,11,"50090-0325-0",308512,"A07AA"
2014,11,"50090-0325-0",308512,"J01XB"
2014,11,"50090-0325-0",308512,"S01AA"
2014,11,"50090-0325-0",308512,"S02AA"
2014,11,"50090-0325-0",308512,"S03AA"
2014,11,"50090-0326-3",978654,"A08AA"
2014,11,"50090-0326-4",978654,"A08AA"
2014,11,"50090-0326-5",978654,"A08AA"
2014,11,"50090-0326-7",978654,"A08AA"
2014,11,"50090-0326-8",978654,"A08AA"
2014,11,"50090-0327-4",978654,"A08AA"
2014,11,"50090-0327-5",978654,"A08AA"
2014,11,"50090-0327-7",978654,"A08AA"
2014,11,"50090-0327-8",978654,"A08AA"
2014,11,"50090-0332-0",207346,"C01DA"
2014,11,"50090-0332-0",207346,"C05AE"
2014,11,"50090-0333-2",856762,"N06AA"
2016,06,"50090-0339-0",206078,"D10AF"
2016,06,"50090-0339-0",206078,"J01FA"
2016,06,"50090-0339-0",206078,"S01AA"
2016,06,"50090-0350-0",310891,"A01AC"
2016,06,"50090-0350-0",310891,"A07EA"
2016,06,"50090-0350-0",310891,"C05AA"
2016,06,"50090-0350-0",310891,"D07AA"
2016,06,"50090-0350-0",310891,"D07XA"
2016,06,"50090-0350-0",310891,"H02AB"
2016,06,"50090-0350-0",310891,"S01BA"
2016,06,"50090-0350-0",310891,"S01CB"
2016,06,"50090-0350-0",310891,"S02BA"
2016,06,"50090-0351-0",197305,"G01AD"
2016,06,"50090-0351-0",197305,"S02AA"
2014,11,"50090-0353-0",311036,"A10AB"
2014,11,"50090-0353-0",311036,"A10AC"
2014,11,"50090-0353-0",311036,"A10AD"
2014,11,"50090-0353-0",311036,"A10AE"
2014,11,"50090-0353-0",311036,"A10AF"
2016,06,"50090-0355-2",995253,"N05BB"
2016,06,"50090-0355-5",995253,"N05BB"
2016,06,"50090-0356-0",1364855,"A11DA"
2016,06,"50090-0356-0",1364855,"A11CA"
2016,06,"50090-0356-0",1364855,"D10AD"
2016,06,"50090-0356-0",1364855,"R01AX"
2016,06,"50090-0356-0",1364855,"S01XA"
2016,06,"50090-0356-0",1364855,"B03BA"
2016,06,"50090-0356-0",1364855,"A11HA"
2016,06,"50090-0356-0",1364855,"A11GA"
2016,06,"50090-0356-0",1364855,"G01AD"
2016,06,"50090-0356-0",1364855,"S01XA"
2016,06,"50090-0356-0",1364855,"B03BB"
2016,06,"50090-0356-0",1364855,"C04AC"
2016,06,"50090-0356-0",1364855,"C10AD"
2016,06,"50090-0356-0",1364855,"A11HA"
2016,06,"50090-0356-0",1364855,"A01AA"
2016,06,"50090-0356-0",1364855,"A12CD"
2014,11,"50090-0357-0",1115005,"A06AA"
2014,11,"50090-0357-1",1115005,"A06AA"
2014,11,"50090-0357-2",1115005,"A06AA"
2014,11,"50090-0357-4",1115005,"A06AA"
2014,11,"50090-0358-0",1115005,"A06AA"
2014,11,"50090-0358-1",1115005,"A06AA"
2014,11,"50090-0358-2",1115005,"A06AA"
2014,11,"50090-0358-4",1115005,"A06AA"
2014,11,"50090-0360-0",1366116,"D06AX"
2014,11,"50090-0360-0",1366116,"J01XX"
2014,11,"50090-0360-0",1366116,"R02AB"
2016,06,"50090-0361-5",598006,"D10AF"
2016,06,"50090-0361-5",598006,"J01FA"
2016,06,"50090-0361-5",598006,"S01AA"
2016,06,"50090-0362-0",1085633,"A01AC"
2016,06,"50090-0362-0",1085633,"C05AA"
2016,06,"50090-0362-0",1085633,"D07AB"
2016,06,"50090-0362-0",1085633,"D07XB"
2016,06,"50090-0362-0",1085633,"H02AB"
2016,06,"50090-0362-0",1085633,"R01AD"
2016,06,"50090-0362-0",1085633,"R03BA"
2016,06,"50090-0362-0",1085633,"S01BA"
2016,06,"50090-0380-1",312594,"C02CA"
2014,11,"50090-0417-2",995609,"J04AK"
2014,11,"50090-0427-0",209495,"N02BE"
2016,06,"50090-0431-0",310687,"A01AC"
2016,06,"50090-0431-0",310687,"A07EA"
2016,06,"50090-0431-0",310687,"C05AA"
2016,06,"50090-0431-0",310687,"D07AA"
2016,06,"50090-0431-0",310687,"D07XA"
2016,06,"50090-0431-0",310687,"H02AB"
2016,06,"50090-0431-0",310687,"S01BA"
2016,06,"50090-0431-0",310687,"S01CB"
2016,06,"50090-0431-0",310687,"S02BA"
2016,06,"50090-0431-0",310687,"A01AB"
2016,06,"50090-0431-0",310687,"A07AA"
2016,06,"50090-0431-0",310687,"B05CA"
2016,06,"50090-0431-0",310687,"D06AX"
2016,06,"50090-0431-0",310687,"J01GB"
2016,06,"50090-0431-0",310687,"R02AB"
2016,06,"50090-0431-0",310687,"S01AA"
2016,06,"50090-0431-0",310687,"S02AA"
2016,06,"50090-0431-0",310687,"S03AA"
2016,06,"50090-0431-0",310687,"A07AA"
2016,06,"50090-0431-0",310687,"J01XB"
2016,06,"50090-0431-0",310687,"S01AA"
2016,06,"50090-0431-0",310687,"S02AA"
2016,06,"50090-0431-0",310687,"S03AA"
2016,06,"50090-0442-0",197381,"C07AB"
2016,06,"50090-0442-1",197381,"C07AB"
2016,06,"50090-0442-4",197381,"C07AB"
2016,06,"50090-0442-7",197381,"C07AB"
2016,06,"50090-0442-8",197381,"C07AB"
2014,11,"50090-0444-0",106892,"A10AB"
2014,11,"50090-0444-0",106892,"A10AC"
2014,11,"50090-0444-0",106892,"A10AD"
2014,11,"50090-0444-0",106892,"A10AE"
2014,11,"50090-0444-0",106892,"A10AF"
2016,06,"50090-0447-0",308511,"D06AX"
2016,06,"50090-0447-0",308511,"J01XX"
2016,06,"50090-0447-0",308511,"R02AB"
2016,06,"50090-0447-0",308511,"A07AA"
2016,06,"50090-0447-0",308511,"J01XB"
2016,06,"50090-0447-0",308511,"S01AA"
2016,06,"50090-0447-0",308511,"S02AA"
2016,06,"50090-0447-0",308511,"S03AA"
2016,06,"50090-0448-0",197379,"C07AB"
2016,06,"50090-0448-3",197379,"C07AB"
2016,06,"50090-0448-5",197379,"C07AB"
2016,06,"50090-0448-6",197379,"C07AB"
2014,11,"50090-0455-0",598025,"J01CA"
2016,06,"50090-0459-0",1000128,"G03AC"
2016,06,"50090-0459-0",1000128,"G03DA"
2016,06,"50090-0459-0",1000128,"L02AB"
2014,11,"50090-0468-1",198013,"G02CC"
2014,11,"50090-0468-1",198013,"M01AE"
2014,11,"50090-0468-1",198013,"M02AA"
2014,11,"50090-0478-0",198014,"G02CC"
2014,11,"50090-0478-0",198014,"M01AE"
2014,11,"50090-0478-0",198014,"M02AA"
2014,11,"50090-0480-0",198014,"G02CC"
2014,11,"50090-0480-0",198014,"M01AE"
2014,11,"50090-0480-0",198014,"M02AA"
2016,06,"50090-0481-0",198014,"G02CC"
2016,06,"50090-0481-0",198014,"M01AE"
2016,06,"50090-0481-0",198014,"M02AA"
2016,06,"50090-0481-1",198014,"G02CC"
2016,06,"50090-0481-1",198014,"M01AE"
2016,06,"50090-0481-1",198014,"M02AA"
2016,06,"50090-0481-2",198014,"G02CC"
2016,06,"50090-0481-2",198014,"M01AE"
2016,06,"50090-0481-2",198014,"M02AA"
2016,06,"50090-0481-4",198014,"G02CC"
2016,06,"50090-0481-4",198014,"M01AE"
2016,06,"50090-0481-4",198014,"M02AA"
2016,06,"50090-0481-5",198014,"G02CC"
2016,06,"50090-0481-5",198014,"M01AE"
2016,06,"50090-0481-5",198014,"M02AA"
2016,06,"50090-0481-6",198014,"G02CC"
2016,06,"50090-0481-6",198014,"M01AE"
2016,06,"50090-0481-6",198014,"M02AA"
2016,06,"50090-0481-7",198014,"G02CC"
2016,06,"50090-0481-7",198014,"M01AE"
2016,06,"50090-0481-7",198014,"M02AA"
2014,11,"50090-0483-0",198014,"G02CC"
2014,11,"50090-0483-0",198014,"M01AE"
2014,11,"50090-0483-0",198014,"M02AA"
2016,06,"50090-0485-1",198240,"L02BA"
2015,06,"50090-0489-0",866511,"C07AB"
2015,06,"50090-0489-4",866511,"C07AB"
2016,06,"50090-0490-2",1000135,"G03AC"
2016,06,"50090-0490-2",1000135,"G03DA"
2016,06,"50090-0490-2",1000135,"L02AB"
2016,06,"50090-0491-1",1000141,"G03AC"
2016,06,"50090-0491-1",1000141,"G03DA"
2016,06,"50090-0491-1",1000141,"L02AB"
2016,06,"50090-0494-0",310534,"A10BB"
2016,06,"50090-0494-2",310534,"A10BB"
2014,11,"50090-0497-0",311033,"A10AB"
2014,11,"50090-0497-0",311033,"A10AC"
2014,11,"50090-0497-0",311033,"A10AD"
2014,11,"50090-0497-0",311033,"A10AE"
2014,11,"50090-0497-0",311033,"A10AF"
2016,06,"50090-0500-0",197507,"A02BA"
2016,07,"50090-0500-1",197507,"A02BA"
2014,11,"50090-0503-0",310488,"A10BB"
2014,11,"50090-0503-1",310488,"A10BB"
2016,06,"50090-0503-2",310488,"A10BB"
2016,06,"50090-0503-4",310488,"A10BB"
2016,06,"50090-0503-5",310488,"A10BB"
2016,06,"50090-0503-6",310488,"A10BB"
2014,11,"50090-0505-2",310488,"A10BB"
2014,11,"50090-0505-5",310488,"A10BB"
2016,06,"50090-0507-3",317136,"N06AA"
2016,06,"50090-0509-0",197724,"M01AE"
2016,06,"50090-0509-0",197724,"M02AA"
2016,06,"50090-0509-0",197724,"R02AX"
2016,06,"50090-0509-0",197724,"S01BC"
2014,11,"50090-0510-0",197816,"C03BA"
2016,06,"50090-0513-1",977883,"C03AA"
2016,06,"50090-0513-1",977883,"C03DB"
2016,06,"50090-0514-0",197380,"C07AB"
2016,06,"50090-0514-2",197380,"C07AB"
2016,06,"50090-0514-4",197380,"C07AB"
2016,06,"50090-0514-5",197380,"C07AB"
2016,06,"50090-0514-6",197380,"C07AB"
2016,06,"50090-0517-0",245314,"R03AC"
2016,06,"50090-0517-0",245314,"R03CC"
2016,06,"50090-0520-0",198181,"J04AK"
2014,11,"50090-0521-0",198181,"J04AK"
2014,11,"50090-0522-0",198318,"N05CD"
2014,11,"50090-0522-1",198318,"N05CD"
2016,06,"50090-0525-0",313134,"J01EC"
2016,06,"50090-0525-0",313134,"J01EA"
2016,06,"50090-0525-0",313134,"J01EE"
2016,06,"50090-0527-0",103401,"A01AC"
2016,06,"50090-0527-0",103401,"A07EA"
2016,06,"50090-0527-0",103401,"C05AA"
2016,06,"50090-0527-0",103401,"D07AA"
2016,06,"50090-0527-0",103401,"D07XA"
2016,06,"50090-0527-0",103401,"H02AB"
2016,06,"50090-0527-0",103401,"S01BA"
2016,06,"50090-0527-0",103401,"S01CB"
2016,06,"50090-0527-0",103401,"S02BA"
2016,06,"50090-0529-4",198239,"M01AB"
2016,06,"50090-0530-0",792577,"B05CB"
2016,06,"50090-0530-0",792577,"B05XA"
2016,06,"50090-0532-0",197397,"R05DB"
2016,06,"50090-0532-1",197397,"R05DB"
2016,06,"50090-0532-2",197397,"R05DB"
2016,06,"50090-0532-5",197397,"R05DB"
2016,06,"50090-0534-0",197397,"R05DB"
2016,06,"50090-0534-1",197397,"R05DB"
2016,06,"50090-0534-2",197397,"R05DB"
2016,06,"50090-0534-5",197397,"R05DB"
2014,11,"50090-0539-1",855906,"D11AX"
2014,11,"50090-0539-1",855906,"M01AB"
2014,11,"50090-0539-1",855906,"M02AA"
2014,11,"50090-0539-1",855906,"S01BC"
2014,11,"50090-0542-0",855906,"D11AX"
2014,11,"50090-0542-0",855906,"M01AB"
2014,11,"50090-0542-0",855906,"M02AA"
2014,11,"50090-0542-0",855906,"S01BC"
2014,11,"50090-0542-2",855906,"D11AX"
2014,11,"50090-0542-2",855906,"M01AB"
2014,11,"50090-0542-2",855906,"M02AA"
2014,11,"50090-0542-2",855906,"S01BC"
2015,07,"50090-0542-5",855906,"D11AX"
2015,07,"50090-0542-5",855906,"M01AB"
2015,07,"50090-0542-5",855906,"M02AA"
2015,07,"50090-0542-5",855906,"S01BC"
2014,11,"50090-0543-1",855906,"D11AX"
2014,11,"50090-0543-1",855906,"M01AB"
2014,11,"50090-0543-1",855906,"M02AA"
2014,11,"50090-0543-1",855906,"S01BC"
2014,11,"50090-0550-0",152931,"J05AF"
2014,11,"50090-0552-1",308416,"A01AD"
2014,11,"50090-0552-1",308416,"B01AC"
2014,11,"50090-0552-1",308416,"N02BA"
2014,11,"50090-0552-2",308416,"A01AD"
2014,11,"50090-0552-2",308416,"B01AC"
2014,11,"50090-0552-2",308416,"N02BA"
2014,11,"50090-0552-3",308416,"A01AD"
2014,11,"50090-0552-3",308416,"B01AC"
2014,11,"50090-0552-3",308416,"N02BA"
2016,06,"50090-0556-0",1358612,"D07AA"
2016,06,"50090-0556-0",1358612,"D10AA"
2016,06,"50090-0556-0",1358612,"H02AB"
2016,06,"50090-0559-0",1376336,"A07EA"
2016,06,"50090-0559-0",1376336,"C05AA"
2016,06,"50090-0559-0",1376336,"D07AA"
2016,06,"50090-0559-0",1376336,"D07XA"
2016,06,"50090-0559-0",1376336,"H02AB"
2016,06,"50090-0559-0",1376336,"R01AD"
2016,06,"50090-0559-0",1376336,"S01BA"
2016,06,"50090-0559-0",1376336,"S01CB"
2016,06,"50090-0559-0",1376336,"S02BA"
2016,06,"50090-0559-0",1376336,"S03BA"
2016,06,"50090-0561-0",1376336,"A07EA"
2016,06,"50090-0561-0",1376336,"C05AA"
2016,06,"50090-0561-0",1376336,"D07AA"
2016,06,"50090-0561-0",1376336,"D07XA"
2016,06,"50090-0561-0",1376336,"H02AB"
2016,06,"50090-0561-0",1376336,"R01AD"
2016,06,"50090-0561-0",1376336,"S01BA"
2016,06,"50090-0561-0",1376336,"S01CB"
2016,06,"50090-0561-0",1376336,"S02BA"
2016,06,"50090-0561-0",1376336,"S03BA"
2014,11,"50090-0562-0",309367,"A01AB"
2014,11,"50090-0562-0",309367,"D01AC"
2014,11,"50090-0562-0",309367,"G01AF"
2014,11,"50090-0568-0",310467,"D06AX"
2014,11,"50090-0568-0",310467,"J01GB"
2014,11,"50090-0568-0",310467,"S01AA"
2014,11,"50090-0568-0",310467,"S02AA"
2014,11,"50090-0568-0",310467,"S03AA"
2016,06,"50090-0569-0",310467,"D06AX"
2016,06,"50090-0569-0",310467,"J01GB"
2016,06,"50090-0569-0",310467,"S01AA"
2016,06,"50090-0569-0",310467,"S02AA"
2016,06,"50090-0569-0",310467,"S03AA"
2016,06,"50090-0570-0",309680,"A01AC"
2016,06,"50090-0570-0",309680,"C05AA"
2016,06,"50090-0570-0",309680,"D07AB"
2016,06,"50090-0570-0",309680,"D07XB"
2016,06,"50090-0570-0",309680,"D10AA"
2016,06,"50090-0570-0",309680,"H02AB"
2016,06,"50090-0570-0",309680,"R01AD"
2016,06,"50090-0570-0",309680,"S01BA"
2016,06,"50090-0570-0",309680,"S01CB"
2016,06,"50090-0570-0",309680,"S02BA"
2016,06,"50090-0570-0",309680,"S03BA"
2016,06,"50090-0570-0",309680,"A01AB"
2016,06,"50090-0570-0",309680,"A07AA"
2016,06,"50090-0570-0",309680,"B05CA"
2016,06,"50090-0570-0",309680,"D06AX"
2016,06,"50090-0570-0",309680,"J01GB"
2016,06,"50090-0570-0",309680,"R02AB"
2016,06,"50090-0570-0",309680,"S01AA"
2016,06,"50090-0570-0",309680,"S02AA"
2016,06,"50090-0570-0",309680,"S03AA"
2016,06,"50090-0570-0",309680,"A07AA"
2016,06,"50090-0570-0",309680,"J01XB"
2016,06,"50090-0570-0",309680,"S01AA"
2016,06,"50090-0570-0",309680,"S02AA"
2016,06,"50090-0570-0",309680,"S03AA"
2016,06,"50090-0571-0",309679,"A01AC"
2016,06,"50090-0571-0",309679,"C05AA"
2016,06,"50090-0571-0",309679,"D07AB"
2016,06,"50090-0571-0",309679,"D07XB"
2016,06,"50090-0571-0",309679,"D10AA"
